date,0
2022-01-01,29.460362429824055
2022-01-02,29.352298704333858
2022-01-03,29.479104630187685
2022-01-05,29.489551058759112
2022-01-10,29.48142725297519
2022-01-11,29.514619217260908
2022-01-16,29.54528098196679
2022-01-17,29.468763214055702
2022-01-23,29.497922304964792
2022-01-24,29.488716578404222
2022-01-25,29.48381832259027
2022-01-26,29.50078121321527
2022-01-30,29.53646998872547
2022-01-31,29.524908000639883
2022-02-03,29.530289945084327
2022-02-06,29.555384591141674
2022-02-07,29.53737215925751
2022-02-08,29.4908279269094
2022-02-13,29.515922792980827
2022-02-14,29.497666201485362
2022-02-20,29.528169847318697
2022-02-21,29.50522261102424
2022-02-26,29.46961497213535
2022-02-27,29.497000789443042
2022-02-28,29.505759594434934
2022-03-06,29.536750686388956
2022-03-07,29.503417845681057
2022-03-08,29.503497973886184
2022-03-09,29.45607150329795
2022-03-10,29.463084215162354
2022-03-13,29.493993606696744
2022-03-14,29.46246214243386
2022-03-20,29.50004352264219
2022-03-21,29.476266774307412
2022-03-22,29.481612169044254
2022-03-23,29.48170145475854
2022-03-25,29.489695857743612
2022-03-27,29.535991874227125
2022-03-28,29.515063590440587
2022-03-30,29.47759648517743
2022-04-01,29.496185026844092
2022-04-02,29.51046722381379
2022-04-03,29.52076894795172
2022-04-04,29.539833350124216
2022-04-05,29.5399226358385
2022-04-10,29.564074834912574
2022-04-11,29.49589544753318
2022-04-14,29.497080343366513
2022-04-17,29.50889178404448
2022-04-18,29.520670327496358
2022-04-19,29.520741756067785
2022-04-24,29.5398606085268
2022-04-25,29.53092713435587
2022-04-26,29.557307948309358
2022-04-29,29.540116425572776
2022-05-08,29.57619787811907
2022-05-09,29.559022044207317
2022-05-10,29.546906659591933
2022-05-13,29.554183706405162
2022-05-14,29.57918370640516
2022-05-16,29.57010977994099
2022-05-20,29.56929824147945
2022-05-22,29.58115935259056
2022-05-23,29.51986936327752
2022-05-27,29.519809267123676
2022-05-29,29.542602200934052
2022-05-30,29.570931007093627
2022-06-03,29.559394133669414
2022-06-04,29.536085310140002
2022-06-05,29.55260272444831
2022-06-12,29.56633883555942
2022-06-13,29.545248030683883
2022-06-16,29.545739102112456
2022-06-20,29.55201838413966
2022-06-27,29.57456303502819
2022-06-28,29.58670764287133
2022-06-29,29.590417320290683
2022-07-04,32.49579164895893
2022-07-07,33.05328410503226
2022-07-08,36.39231824351197
2022-07-11,36.856528592974335
2022-07-18,40.76745267185523
2022-07-24,40.32152085367341
2022-07-25,40.94192655858072
2022-07-29,40.98504780048636
2022-07-31,40.532187952001514
2022-08-01,41.33515806116078
2022-08-02,41.18093680524309
2022-08-03,41.14299280101526
2022-08-04,40.65338462502247
2022-08-05,40.13346151285707
2022-08-06,39.82422094918354
2022-08-07,39.6576134844011
2022-08-08,34.99163385673006
2022-08-09,34.51281897832464
2022-08-10,34.51456005430959
2022-08-11,34.525695199748924
2022-08-12,34.50346969639252
2022-08-13,34.49466207527986
2022-08-14,34.496199800089116
2022-08-15,34.54639178391477
2022-08-16,34.48431780978753
2022-08-17,34.451997944605914
2022-08-18,34.389010570704826
2022-08-19,34.38660242736205
2022-08-20,34.340767233120175
2022-08-21,34.34158425049473
2022-08-22,34.417303960548665
2022-08-23,34.38659116012076
2022-08-24,34.39549693465761
2022-08-25,34.37429659426583
2022-08-26,34.35390045357843
2022-08-27,34.361767668276826
2022-08-28,34.33408092843954
2022-08-29,34.34727702042782
2022-08-30,34.35570819217832
2022-09-01,34.43588085200086
2022-09-02,34.433852709874074
2022-09-03,34.4448727723479
2022-09-04,34.44630191954846
2022-09-05,34.42219765069528
2022-09-06,34.41512971190584
2022-09-07,34.337746364480765
2022-09-08,33.42369853243992
2022-09-09,32.78183054172813
2022-09-10,33.35880823063772
2022-09-11,33.36705959222017
2022-09-12,33.387808877041245
2022-09-13,33.39514369819661
2022-09-14,33.395194453318
2022-09-15,33.38536756419469
2022-09-17,33.31192801319486
2022-09-18,33.29102015811795
2022-09-19,33.35168117324041
2022-09-20,33.33323727917496
2022-09-21,33.32291491531776
2022-09-22,33.336741433207244
2022-09-23,33.311107827247675
2022-09-24,33.31392826427279
2022-09-25,33.299382722257846
2022-09-26,33.367162883520464
2022-09-27,33.34588447828194
2022-09-28,33.33707335965251
2022-09-29,33.340025939187925
2022-09-30,33.344299611570904
2022-10-01,33.331080390746614
2022-10-02,33.32085267399567
2022-10-03,33.341507133035826
2022-10-04,33.321383060192396
2022-10-05,33.32424345596221
2022-10-06,33.18724879799
2022-10-07,33.15242020066258
2022-10-08,31.520806050013274
2022-10-10,31.551147589480777
2022-10-11,31.370355372421212
2022-10-12,31.356162752114834
2022-10-13,31.34177341244282
2022-10-14,31.273257790165417
2022-10-15,31.24076937784737
2022-10-16,31.23225689612363
2022-10-17,31.2825206752205
2022-10-18,31.268181757183278
2022-10-19,31.29288478331003
2022-10-20,31.272769072753682
2022-10-21,31.22764111286797
2022-10-22,31.206317056886128
2022-10-23,31.186446783346632
2022-10-24,31.186744885228528
2022-10-25,31.205364155353028
2022-10-26,31.17702973637929
2022-10-27,31.192981236926677
2022-10-28,31.160812526106948
2022-10-29,31.147234282208913
2022-10-30,31.121307244373824
2022-10-31,31.215605066844795
2022-11-01,31.242147343589718
2022-11-02,31.21084640538436
2022-11-03,31.187766613553777
2022-11-04,31.149545385584457
2022-11-05,31.107250100072793
2022-11-06,31.09724161822568
2022-11-07,31.20406092375879
2022-11-08,30.700413481731072
2022-11-09,30.66761184171734
2022-11-10,30.640592083819115
2022-11-11,30.620309972033407
